fips,county,state,lat,long,population,combined_key
19021,Buena Vista,Iowa,42.73545875,-95.15100162,19620,"Buena Vista, Iowa"
19023,Butler,Iowa,42.73172833,-92.79015971,14439,"Butler, Iowa"
19025,Calhoun,Iowa,42.38521079,-94.64046046,9668,"Calhoun, Iowa"
19027,Carroll,Iowa,42.03617207,-94.86032705,20165,"Carroll, Iowa"
19029,Cass,Iowa,41.33149454,-94.92792482,12836,"Cass, Iowa"
19031,Cedar,Iowa,41.77233777,-91.13246684,18627,"Cedar, Iowa"
19033,Cerro Gordo,Iowa,43.08177563,-93.2612239,42450,"Cerro Gordo, Iowa"
19035,Cherokee,Iowa,42.73538914,-95.62389402,11235,"Cherokee, Iowa"
19037,Chickasaw,Iowa,43.06001295,-92.31773347,11933,"Chickasaw, Iowa"
19039,Clarke,Iowa,41.02868181,-93.78499767,9395,"Clarke, Iowa"
19041,Clay,Iowa,43.08247182,-95.15096481,16016,"Clay, Iowa"
19043,Clayton,Iowa,42.84443388,-91.34133693,17549,"Clayton, Iowa"
19045,Clinton,Iowa,41.89981633,-90.53275096,46429,"Clinton, Iowa"
19047,Crawford,Iowa,42.03718237,-95.3819718,16820,"Crawford, Iowa"
19049,Dallas,Iowa,41.68560356,-94.04127625,93453,"Dallas, Iowa"
19051,Davis,Iowa,40.74773536,-92.41005468,9000,"Davis, Iowa"
19053,Decatur,Iowa,40.73742757,-93.78645949,7870,"Decatur, Iowa"
19055,Delaware,Iowa,42.47104597,-91.3664492,17011,"Delaware, Iowa"
19057,Des Moines,Iowa,40.92012606,-91.18326592,38967,"Des Moines, Iowa"
19059,Dickinson,Iowa,43.37787725,-95.1510206,17258,"Dickinson, Iowa"
19061,Dubuque,Iowa,42.46815349,-90.88181925,97311,"Dubuque, Iowa"
19063,Emmet,Iowa,43.37782951,-94.67858943,9208,"Emmet, Iowa"
19065,Fayette,Iowa,42.86271799,-91.8441231,19650,"Fayette, Iowa"
19067,Floyd,Iowa,43.0600053,-92.78940097,15642,"Floyd, Iowa"
19069,Franklin,Iowa,42.73270384,-93.26256925,10070,"Franklin, Iowa"
19071,Fremont,Iowa,40.7454272,-95.60129045,6960,"Fremont, Iowa"
19073,Greene,Iowa,42.03614551,-94.39658081,8888,"Greene, Iowa"
19075,Grundy,Iowa,42.40183723,-92.78829551,12232,"Grundy, Iowa"
19077,Guthrie,Iowa,41.68378965,-94.50111014,10689,"Guthrie, Iowa"
19079,Hamilton,Iowa,42.38382428,-93.70197703,14773,"Hamilton, Iowa"
19081,Hancock,Iowa,43.08178477,-93.73454884,10630,"Hancock, Iowa"
19083,Hardin,Iowa,42.38353877,-93.23654611,16846,"Hardin, Iowa"
19085,Harrison,Iowa,41.68330137,-95.81558439,14049,"Harrison, Iowa"
19087,Henry,Iowa,40.98767962,-91.54436349,19954,"Henry, Iowa"
19089,Howard,Iowa,43.35671042,-92.31702714,9158,"Howard, Iowa"
19091,Humboldt,Iowa,42.7764426,-94.20722537,9558,"Humboldt, Iowa"
19093,Ida,Iowa,42.38696136,-95.51355387,6860,"Ida, Iowa"
19095,Iowa,Iowa,41.68630265,-92.0643373,16184,"Iowa, Iowa"
19097,Jackson,Iowa,42.17178824,-90.57354837,19439,"Jackson, Iowa"
19099,Jasper,Iowa,41.68576082,-93.05567785,37185,"Jasper, Iowa"
19101,Jefferson,Iowa,41.03192394,-91.94849466,18295,"Jefferson, Iowa"
19103,Johnson,Iowa,41.67169354,-91.58754744,151140,"Johnson, Iowa"
19105,Jones,Iowa,42.12118609,-91.13139641,20681,"Jones, Iowa"
19107,Keokuk,Iowa,41.33649833,-92.1785067,10246,"Keokuk, Iowa"
19109,Kossuth,Iowa,43.20405458,-94.20691791,14813,"Kossuth, Iowa"
19111,Lee,Iowa,40.64181461,-91.48183025,33657,"Lee, Iowa"
19113,Linn,Iowa,42.07923082,-91.59809485,226706,"Linn, Iowa"
19115,Louisa,Iowa,41.21842119,-91.26102611,11035,"Louisa, Iowa"
19117,Lucas,Iowa,41.02958964,-93.32780803,8600,"Lucas, Iowa"
19119,Lyon,Iowa,43.38107862,-96.20926845,11755,"Lyon, Iowa"
19121,Madison,Iowa,41.33081904,-94.01554631,16338,"Madison, Iowa"
19123,Mahaska,Iowa,41.33521503,-92.64083907,22095,"Mahaska, Iowa"
19125,Marion,Iowa,41.33445101,-93.09934783,33253,"Marion, Iowa"
19127,Marshall,Iowa,42.03586837,-92.9990819,39369,"Marshall, Iowa"
19129,Mills,Iowa,41.03299766,-95.61920963,15109,"Mills, Iowa"
19131,Mitchell,Iowa,43.35638371,-92.78887719,10586,"Mitchell, Iowa"
19133,Monona,Iowa,42.05220391,-95.95743843,8615,"Monona, Iowa"
19135,Monroe,Iowa,41.02988815,-92.8690667,7707,"Monroe, Iowa"
19137,Montgomery,Iowa,41.03018714,-95.15642896,9917,"Montgomery, Iowa"
19139,Muscatine,Iowa,41.48370744,-91.1121697,42664,"Muscatine, Iowa"
19141,O'Brien,Iowa,43.08310673,-95.62474482,13753,"O'Brien, Iowa"
19143,Osceola,Iowa,43.37824276,-95.62422844,5958,"Osceola, Iowa"
19145,Page,Iowa,40.7393172,-95.1497813,15107,"Page, Iowa"
19147,Palo Alto,Iowa,43.08193849,-94.67824621,8886,"Palo Alto, Iowa"
19149,Plymouth,Iowa,42.737633,-96.21366621,25177,"Plymouth, Iowa"
19151,Pocahontas,Iowa,42.73420133,-94.67862564,6619,"Pocahontas, Iowa"
19153,Polk,Iowa,41.68679484,-93.57767461,490161,"Polk, Iowa"
19155,Pottawattamie,Iowa,41.33640314,-95.53907776,93206,"Pottawattamie, Iowa"
19157,Poweshiek,Iowa,41.68625425,-92.53155731,18504,"Poweshiek, Iowa"
19159,Ringgold,Iowa,40.73518949,-94.24368535,4894,"Ringgold, Iowa"
19161,Sac,Iowa,42.38624071,-95.10547892,9721,"Sac, Iowa"
19163,Scott,Iowa,41.63935978,-90.61959493,172943,"Scott, Iowa"
19165,Shelby,Iowa,41.6850066,-95.31015553,11454,"Shelby, Iowa"
19167,Sioux,Iowa,43.08221074,-96.1767568,34855,"Sioux, Iowa"
19169,Story,Iowa,42.03621213,-93.46499005,97117,"Story, Iowa"
19171,Tama,Iowa,42.07991767,-92.53266945,16854,"Tama, Iowa"
19173,Taylor,Iowa,40.73710579,-94.69778563,6121,"Taylor, Iowa"
19175,Union,Iowa,41.0277278,-94.24234847,12241,"Union, Iowa"
19177,Van Buren,Iowa,40.75326764,-91.95017958,7044,"Van Buren, Iowa"
19179,Wapello,Iowa,41.03064984,-92.40954728,34969,"Wapello, Iowa"
19181,Warren,Iowa,41.33559454,-93.56007641,51466,"Warren, Iowa"
19183,Washington,Iowa,41.33577126,-91.71725711,21965,"Washington, Iowa"
19185,Wayne,Iowa,40.73969028,-93.32752197,6441,"Wayne, Iowa"
19187,Webster,Iowa,42.42853483,-94.17987389,35904,"Webster, Iowa"
19189,Winnebago,Iowa,43.37751174,-93.73407298,10354,"Winnebago, Iowa"
19191,Winneshiek,Iowa,43.29094334,-91.84422722,19991,"Winneshiek, Iowa"
19193,Woodbury,Iowa,42.38979414,-96.0459439,103107,"Woodbury, Iowa"
19195,Worth,Iowa,43.37750768,-93.26087602,7381,"Worth, Iowa"
19197,Wright,Iowa,42.73305373,-93.73515113,12562,"Wright, Iowa"
20001,Allen,Kansas,37.88582951,-95.30030847,12369,"Allen, Kansas"
20003,Anderson,Kansas,38.21413251,-95.29272815,7858,"Anderson, Kansas"
20005,Atchison,Kansas,39.53185661,-95.30870026,16073,"Atchison, Kansas"
20007,Barber,Kansas,37.2288586,-98.68460053,4427,"Barber, Kansas"
20009,Barton,Kansas,38.47889676,-98.75636726,25779,"Barton, Kansas"
20011,Bourbon,Kansas,37.85508555,-94.84865997,14534,"Bourbon, Kansas"
20013,Brown,Kansas,39.82652589,-95.56421698,9564,"Brown, Kansas"
20015,Butler,Kansas,37.78134351,-96.83878537,66911,"Butler, Kansas"
20017,Chase,Kansas,38.30292938,-96.59563862,2648,"Chase, Kansas"
20019,Chautauqua,Kansas,37.14994405,-96.2454192,3250,"Chautauqua, Kansas"
20021,Cherokee,Kansas,37.16928494,-94.8462897,19939,"Cherokee, Kansas"
20023,Cheyenne,Kansas,39.78580976,-101.7318201,2657,"Cheyenne, Kansas"
20025,Clark,Kansas,37.23577007,-99.81883015,1994,"Clark, Kansas"
20027,Clay,Kansas,39.34948772,-97.16518128,8002,"Clay, Kansas"
20029,Cloud,Kansas,39.48028352,-97.64925343,8786,"Cloud, Kansas"
20031,Coffey,Kansas,38.2365018,-95.73379515,8179,"Coffey, Kansas"
20033,Comanche,Kansas,37.1911452,-99.27113247,1700,"Comanche, Kansas"
20035,Cowley,Kansas,37.23781842,-96.83776647,34908,"Cowley, Kansas"
20037,Crawford,Kansas,37.50675523,-94.85245778,38818,"Crawford, Kansas"
20039,Decatur,Kansas,39.78468441,-100.4594081,2827,"Decatur, Kansas"
20041,Dickinson,Kansas,38.86600962,-97.15532383,18466,"Dickinson, Kansas"
20043,Doniphan,Kansas,39.79067154,-95.14056866,7600,"Doniphan, Kansas"
20045,Douglas,Kansas,38.88503636,-95.2925121,122259,"Douglas, Kansas"
20047,Edwards,Kansas,37.88735543,-99.31263309,2798,"Edwards, Kansas"
20049,Elk,Kansas,37.45338105,-96.24369667,2530,"Elk, Kansas"
20051,Ellis,Kansas,38.91458712,-99.31751551,28553,"Ellis, Kansas"
20053,Ellsworth,Kansas,38.69677695,-98.20462799,6102,"Ellsworth, Kansas"
20055,Finney,Kansas,38.04340344,-100.7381938,36467,"Finney, Kansas"
20057,Ford,Kansas,37.69200114,-99.88825298,33619,"Ford, Kansas"
20059,Franklin,Kansas,38.56443815,-95.28644341,25544,"Franklin, Kansas"
20061,Geary,Kansas,38.99871131,-96.7577178,31670,"Geary, Kansas"
20063,Gove,Kansas,38.91588178,-100.4829321,2636,"Gove, Kansas"
20065,Graham,Kansas,39.34987223,-99.88332493,2482,"Graham, Kansas"
20067,Grant,Kansas,37.56227336,-101.3079758,7150,"Grant, Kansas"
20069,Gray,Kansas,37.73836671,-100.4369088,5988,"Gray, Kansas"
20071,Greeley,Kansas,38.4808095,-101.8061079,1232,"Greeley, Kansas"
20073,Greenwood,Kansas,37.8774388,-96.23250453,5982,"Greenwood, Kansas"
20075,Hamilton,Kansas,37.99978709,-101.7921066,2539,"Hamilton, Kansas"
20077,Harper,Kansas,37.19175361,-98.07578384,5436,"Harper, Kansas"
20079,Harvey,Kansas,38.04293782,-97.42747573,34429,"Harvey, Kansas"
20081,Haskell,Kansas,37.5620394,-100.8710738,3968,"Haskell, Kansas"
20083,Hodgeman,Kansas,38.08780079,-99.89829881,1794,"Hodgeman, Kansas"
20085,Jackson,Kansas,39.41673394,-95.79356799,13171,"Jackson, Kansas"
20087,Jefferson,Kansas,39.2347941,-95.38289232,19043,"Jefferson, Kansas"
20089,Jewell,Kansas,39.78470589,-98.21820662,2879,"Jewell, Kansas"
20091,Johnson,Kansas,38.88548175,-94.82250877,602401,"Johnson, Kansas"
20093,Kearny,Kansas,38.00017981,-101.321681,3838,"Kearny, Kansas"
20095,Kingman,Kansas,37.55909527,-98.13638678,7152,"Kingman, Kansas"
20097,Kiowa,Kansas,37.55848695,-99.2856537,2475,"Kiowa, Kansas"
20099,Labette,Kansas,37.19113093,-95.29849679,19618,"Labette, Kansas"
20101,Lane,Kansas,38.48119447,-100.4660754,1535,"Lane, Kansas"
20103,Leavenworth,Kansas,39.20183497,-95.03620809,81758,"Leavenworth, Kansas"
20105,Lincoln,Kansas,39.04549684,-98.20756994,2962,"Lincoln, Kansas"
20107,Linn,Kansas,38.21267844,-94.84254089,9703,"Linn, Kansas"
20109,Logan,Kansas,38.91735806,-101.148475,2794,"Logan, Kansas"
20111,Lyon,Kansas,38.45576156,-96.15275715,33195,"Lyon, Kansas"
20113,McPherson,Kansas,38.39184858,-97.64769869,28542,"McPherson, Kansas"
20115,Marion,Kansas,38.35855394,-97.0985251,11884,"Marion, Kansas"
20117,Marshall,Kansas,39.78359669,-96.52278974,9707,"Marshall, Kansas"
20119,Meade,Kansas,37.23859987,-100.364831,4033,"Meade, Kansas"
20121,Miami,Kansas,38.56383358,-94.83832189,34237,"Miami, Kansas"
20123,Mitchell,Kansas,39.39331582,-98.20906732,5979,"Mitchell, Kansas"
20125,Montgomery,Kansas,37.19236568,-95.74329258,31829,"Montgomery, Kansas"
20127,Morris,Kansas,38.68827511,-96.65128437,5620,"Morris, Kansas"
20129,Morton,Kansas,37.19141121,-101.7992519,2587,"Morton, Kansas"
20131,Nemaha,Kansas,39.78345387,-96.01392079,10231,"Nemaha, Kansas"
20133,Neosho,Kansas,37.55862897,-95.30670046,16007,"Neosho, Kansas"
20135,Ness,Kansas,38.47974157,-99.91547333,2750,"Ness, Kansas"
20137,Norton,Kansas,39.78443827,-99.90286639,5361,"Norton, Kansas"
20139,Osage,Kansas,38.65235984,-95.72707998,15949,"Osage, Kansas"
20141,Osborne,Kansas,39.3503437,-98.76753828,3421,"Osborne, Kansas"
20143,Ottawa,Kansas,39.13237408,-97.65020313,5704,"Ottawa, Kansas"
20145,Pawnee,Kansas,38.18108732,-99.23692334,6414,"Pawnee, Kansas"
20147,Phillips,Kansas,39.78465501,-99.34668865,5234,"Phillips, Kansas"
20149,Pottawatomie,Kansas,39.37925655,-96.34564657,24383,"Pottawatomie, Kansas"
20151,Pratt,Kansas,37.64780729,-98.73922153,9164,"Pratt, Kansas"
20153,Rawlins,Kansas,39.78525843,-101.0761617,2530,"Rawlins, Kansas"
20155,Reno,Kansas,37.95230263,-98.08607292,61998,"Reno, Kansas"
20157,Republic,Kansas,39.82799632,-97.65036709,4636,"Republic, Kansas"
20159,Rice,Kansas,38.34616184,-98.19992118,9537,"Rice, Kansas"
20161,Riley,Kansas,39.28935726,-96.73420026,74232,"Riley, Kansas"
20163,Rooks,Kansas,39.35022773,-99.32484567,4920,"Rooks, Kansas"
20165,Rush,Kansas,38.52275276,-99.30863983,3036,"Rush, Kansas"
20167,Russell,Kansas,38.91462787,-98.76254297,6856,"Russell, Kansas"
20169,Saline,Kansas,38.78369175,-97.65185177,54224,"Saline, Kansas"
20171,Scott,Kansas,38.48222076,-100.9066539,4823,"Scott, Kansas"
20173,Sedgwick,Kansas,37.6842718,-97.4608198,516042,"Sedgwick, Kansas"
20175,Seward,Kansas,37.19324632,-100.8507201,21428,"Seward, Kansas"
20177,Shawnee,Kansas,39.04100763,-95.7557264,176875,"Shawnee, Kansas"
20179,Sheridan,Kansas,39.35018161,-100.4418259,2521,"Sheridan, Kansas"
20181,Sherman,Kansas,39.35147699,-101.7197624,5917,"Sherman, Kansas"
20183,Smith,Kansas,39.78516566,-98.78566062,3583,"Smith, Kansas"
20185,Stafford,Kansas,38.03100851,-98.71762001,4156,"Stafford, Kansas"
20187,Stanton,Kansas,37.56304714,-101.7843534,2006,"Stanton, Kansas"
20189,Stevens,Kansas,37.1923008,-101.3118967,5485,"Stevens, Kansas"
20191,Sumner,Kansas,37.23682549,-97.47721621,22836,"Sumner, Kansas"
20193,Thomas,Kansas,39.35107575,-101.0553705,7777,"Thomas, Kansas"
20195,Trego,Kansas,38.91467218,-99.87284448,2803,"Trego, Kansas"
20197,Wabaunsee,Kansas,38.95471985,-96.20350509,6931,"Wabaunsee, Kansas"
20199,Wallace,Kansas,38.91686134,-101.7638876,1518,"Wallace, Kansas"
20201,Washington,Kansas,39.78420784,-97.0875323,5406,"Washington, Kansas"
20203,Wichita,Kansas,38.48178252,-101.3471509,2119,"Wichita, Kansas"
20205,Wilson,Kansas,37.55937174,-95.74323255,8525,"Wilson, Kansas"
20207,Woodson,Kansas,37.8865336,-95.74006277,3138,"Woodson, Kansas"
20209,Wyandotte,Kansas,39.11727348,-94.76378225,165429,"Wyandotte, Kansas"
21001,Adair,Kentucky,37.10459774,-85.28129668,19202,"Adair, Kentucky"
21003,Allen,Kentucky,36.75197631,-86.19457544,21315,"Allen, Kentucky"
21005,Anderson,Kentucky,38.00671029,-84.99171713,22747,"Anderson, Kentucky"
21007,Ballard,Kentucky,37.05842757,-88.99427697,7888,"Ballard, Kentucky"
21009,Barren,Kentucky,36.96469836,-85.93338945,44249,"Barren, Kentucky"
21011,Bath,Kentucky,38.14735938,-83.74588932,12500,"Bath, Kentucky"
21013,Bell,Kentucky,36.73355174,-83.67766671,26032,"Bell, Kentucky"
21015,Boone,Kentucky,38.97065142,-84.72615357,133581,"Boone, Kentucky"
21017,Bourbon,Kentucky,38.2054607,-84.21827874,19788,"Bourbon, Kentucky"
21019,Boyd,Kentucky,38.36176608,-82.68652187,46718,"Boyd, Kentucky"
21021,Boyle,Kentucky,37.62680923,-84.8633779,30060,"Boyle, Kentucky"
21023,Bracken,Kentucky,38.69158994,-84.08532444,8303,"Bracken, Kentucky"
21025,Breathitt,Kentucky,37.52333168,-83.31959161,12630,"Breathitt, Kentucky"
21027,Breckinridge,Kentucky,37.77377239,-86.42885017,20477,"Breckinridge, Kentucky"
21029,Bullitt,Kentucky,37.97162523,-85.68955617,81676,"Bullitt, Kentucky"
21031,Butler,Kentucky,37.20946153,-86.68748787,12879,"Butler, Kentucky"
21033,Caldwell,Kentucky,37.14749129,-87.86948214,12747,"Caldwell, Kentucky"
21035,Calloway,Kentucky,36.62093411,-88.2731593,39001,"Calloway, Kentucky"
21037,Campbell,Kentucky,38.94384345,-84.37875208,93584,"Campbell, Kentucky"
21039,Carlisle,Kentucky,36.85372876,-88.9669222,4760,"Carlisle, Kentucky"
21041,Carroll,Kentucky,38.66599534,-85.12601074,10631,"Carroll, Kentucky"
21043,Carter,Kentucky,38.31690743,-83.05092385,26797,"Carter, Kentucky"
21045,Casey,Kentucky,37.32533118,-84.92726209,16159,"Casey, Kentucky"
21047,Christian,Kentucky,36.89267803,-87.49055367,70461,"Christian, Kentucky"
21049,Clark,Kentucky,37.9689263,-84.14615986,36263,"Clark, Kentucky"
